"No.","Time","Source","Destination","Protocol","Length","Info"
"9884","78.368111","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9078112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9885","78.371295","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9079512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9886","78.371357","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9080912 Win=65792 Len=0"
"9887","78.371884","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9080912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9888","78.371884","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9082312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9889","78.371961","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9083712 Win=65792 Len=0"
"9890","78.372023","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9083712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9891","78.372236","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9085112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9892","78.372292","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9086512 Win=65792 Len=0"
"9893","78.380474","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9086512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9894","78.392784","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9087912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9895","78.392852","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9089312 Win=65792 Len=0"
"9896","78.393037","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"9897","78.398628","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9090712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9898","78.398728","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9092112 Win=65792 Len=0"
"9899","78.398822","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9092112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9900","78.398822","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9093512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9901","78.398856","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9094912 Win=65792 Len=0"
"9902","78.399167","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9094912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9903","78.399428","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9096312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9904","78.399474","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9097712 Win=65792 Len=0"
"9905","78.414203","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9097712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9906","78.425802","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9099112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9907","78.425870","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9100512 Win=65792 Len=0"
"9908","78.426081","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9100512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9909","78.474922","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9101912 Win=65792 Len=0"
"9910","78.499211","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9101912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9911","78.510786","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9103312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9912","78.510887","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9104712 Win=65792 Len=0"
"9913","78.511194","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9104712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9914","78.511194","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"9915","78.511257","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9107512 Win=65792 Len=0"
"9916","78.511625","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9107512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9917","78.511625","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9108912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9918","78.511694","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9110312 Win=65792 Len=0"
"9919","78.511897","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9110312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9920","78.512291","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9111712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9921","78.512353","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9113112 Win=65792 Len=0"
"9922","78.529643","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9113112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9923","78.539656","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9114512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9924","78.539735","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9115912 Win=65792 Len=0"
"9925","78.539792","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9115912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9926","78.540080","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9117312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9927","78.540104","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9118712 Win=65792 Len=0"
"9928","78.583496","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9118712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9929","78.596526","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9120112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9930","78.596611","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9121512 Win=65792 Len=0"
"9931","78.596693","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"9932","78.597032","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9122912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9933","78.597093","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9124312 Win=65792 Len=0"
"9934","78.612787","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9124312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9935","78.623921","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9125712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9936","78.624044","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9127112 Win=65792 Len=0"
"9937","78.624179","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9127112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9938","78.624247","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9128512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9939","78.624277","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9129912 Win=65792 Len=0"
"9940","78.624334","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9129912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9941","78.641789","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9131312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9942","78.641884","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9132712 Win=65792 Len=0"
"9943","78.653167","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9132712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9944","78.653542","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9134112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9945","78.653606","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9135512 Win=65792 Len=0"
"9946","78.653697","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9135512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9947","78.677729","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9136912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9948","78.677804","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9138312 Win=65792 Len=0"
"9949","78.678019","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"9950","78.689815","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9139712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9951","78.689910","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9141112 Win=65792 Len=0"
"9952","78.690001","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9141112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9953","78.690312","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9142512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9954","78.690343","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9143912 Win=65792 Len=0"
"9955","78.699069","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9143912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9956","78.709435","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9145312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9957","78.709502","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9146712 Win=65792 Len=0"
"9958","78.709683","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9146712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9959","78.709965","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9148112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9960","78.709988","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9149512 Win=65792 Len=0"
"9961","78.831170","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9149512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9962","78.858363","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9150912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9963","78.858516","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9152312 Win=65792 Len=0"
"9964","78.869314","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9152312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9965","78.884399","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9153712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9966","78.884568","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9155112 Win=65792 Len=0"
"9967","78.896805","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"9968","78.897020","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9156512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9969","78.897047","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9157912 Win=65792 Len=0"
"9970","78.897363","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9157912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9971","78.911435","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9159312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9972","78.911527","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9160712 Win=65792 Len=0"
"9973","78.923329","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9160712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9974","78.947420","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9162112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9975","78.947526","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9163512 Win=65792 Len=0"
"9976","78.947615","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9163512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9977","78.947947","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9164912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9978","78.948006","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9166312 Win=65792 Len=0"
"9979","78.948231","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9166312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9980","78.966375","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9167712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9981","78.966486","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9169112 Win=65792 Len=0"
"9982","78.978531","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9169112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9983","78.978746","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"9984","78.978819","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9171912 Win=65792 Len=0"
"9988","79.026437","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9171912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9989","79.026721","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9173312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9990","79.026770","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9174712 Win=65792 Len=0"
"9991","79.026987","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9174712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9992","79.027265","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9176112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9993","79.027310","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9177512 Win=65792 Len=0"
"9994","79.055393","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9177512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9995","79.061813","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9178912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9996","79.061913","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9180312 Win=65792 Len=0"
"9998","79.083812","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9180312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"9999","79.095501","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9181712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10000","79.095585","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9183112 Win=65792 Len=0"
"10001","79.095668","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9183112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10002","79.120114","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9184512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10003","79.120182","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9185912 Win=65792 Len=0"
"10004","79.130366","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9185912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10005","79.130583","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"10006","79.130655","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9188712 Win=65792 Len=0"
"10007","79.143650","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9188712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10008","79.155474","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9190112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10009","79.155638","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9191512 Win=65792 Len=0"
"10010","79.175329","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9191512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10011","79.181128","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9192912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10012","79.181230","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9194312 Win=65792 Len=0"
"10013","79.205690","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9194312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10014","79.212188","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9195712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10015","79.212267","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9197112 Win=65792 Len=0"
"10016","79.212436","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9197112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10017","79.217199","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9198512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10018","79.217260","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9199912 Win=65792 Len=0"
"10019","79.223609","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9199912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10020","79.234445","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9201312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10021","79.234690","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9202712 Win=65792 Len=0"
"10022","79.246508","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9202712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10023","79.246756","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"10024","79.246775","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9205512 Win=65792 Len=0"
"10025","79.247099","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9205512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10026","79.247309","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9206912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10027","79.247325","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9208312 Win=65792 Len=0"
"10028","79.381017","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9208312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10029","79.427026","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9209712 Win=65792 Len=0"
"10030","79.640655","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9209712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10031","79.670237","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9211112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10032","79.670309","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9212512 Win=65792 Len=0"
"10033","79.675307","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9212512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10035","79.691539","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9213912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10036","79.691615","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9215312 Win=65792 Len=0"
"10037","79.703229","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9215312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10038","79.703478","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9216712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10039","79.703506","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9218112 Win=65792 Len=0"
"10040","79.703747","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9218112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10042","79.723076","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9219512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10043","79.723155","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9220912 Win=65792 Len=0"
"10044","79.726410","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"10045","79.726695","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9222312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10046","79.726764","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9223712 Win=65792 Len=0"
"10047","79.747369","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9223712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10048","79.759292","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9225112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10049","79.759388","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9226512 Win=65792 Len=0"
"10050","79.759573","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9226512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10051","79.775903","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9227912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10052","79.776010","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9229312 Win=65792 Len=0"
"10053","79.781163","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9229312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10054","79.803559","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=9230712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10055","79.803674","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9232112 Win=65792 Len=0"
"10056","79.815506","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9232112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10057","79.815752","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=9233512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"10058","79.815820","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=9234912 Win=65792 Len=0"
